Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.79     0.00        9     0.00     0.00  get_face_list
  0.00      0.79     0.00        9     0.00     0.00  get_material_list
  0.00      0.79     0.00        9     0.00     0.00  get_uv_list
  0.00      0.79     0.00        9     0.00     0.00  get_vertex_list
  0.00      0.79     0.00        9     0.00     0.00  mouse_event
  0.00      0.79     0.00        9     0.00     0.00  objparse
  0.00      0.79     0.00        9     0.00     0.00  parse_mtllib
  0.00      0.79     0.00        9     0.00     0.00  toggle_keystates
  0.00      0.79     0.00        5     0.00     0.00  get_image_by_name
  0.00      0.79     0.00        4     0.00     0.00  get_object_by_name
  0.00      0.79     0.00        4     0.00     0.00  vector3_one
  0.00      0.79     0.00        3     0.00     0.00  load_chunk
  0.00      0.79     0.00        3     0.00     0.00  load_wav
  0.00      0.79     0.00        2     0.00     0.00  find_chunk_count
  0.00      0.79     0.00        2     0.00     0.00  init_gui
  0.00      0.79     0.00        2     0.00     0.00  parse_chunk
  0.00      0.79     0.00        2     0.00     0.00  save_chunk
  0.00      0.79     0.00        2     0.00     0.00  start_anim
  0.00      0.79     0.00        1     0.00     0.00  close_audio
  0.00      0.79     0.00        1     0.00     0.00  color32_to_sdlcolor
  0.00      0.79     0.00        1     0.00     0.00  debug_gun
  0.00      0.79     0.00        1     0.00     0.00  debugconsole_addmessage
  0.00      0.79     0.00        1     0.00   780.00  editorloop
  0.00      0.79     0.00        1     0.00     0.00  fileopen
  0.00      0.79     0.00        1     0.00     0.00  free_render
  0.00      0.79     0.00        1     0.00     0.00  init_debugconsole
  0.00      0.79     0.00        1     0.00     0.00  init_entitycache
  0.00      0.79     0.00        1     0.00     0.00  init_render
  0.00      0.79     0.00        1     0.00     0.00  keyismovedown
  0.00      0.79     0.00        1     0.00     0.00  keyismoveleft
  0.00      0.79     0.00        1     0.00     0.00  keyismoveright
  0.00      0.79     0.00        1     0.00     0.00  keyismoveup
  0.00      0.79     0.00        1     0.00     0.00  load_audio
  0.00      0.79     0.00        1     0.00     0.00  load_fonts
  0.00      0.79     0.00        1     0.00     0.00  load_images
  0.00      0.79     0.00        1     0.00     0.00  load_lua_conf
  0.00      0.79     0.00        1     0.00     0.00  load_objects
  0.00      0.79     0.00        1     0.00     0.00  load_resolution
  0.00      0.79     0.00        1     0.00     0.00  load_rooms
  0.00      0.79     0.00        1     0.00     0.00  load_world
  0.00      0.79     0.00        1     0.00     0.00  matrix_makeidentity
  0.00      0.79     0.00        1     0.00     0.00  matrix_makeprojection
  0.00      0.79     0.00        1     0.00     0.00  objects_init
  0.00      0.79     0.00        1     0.00     0.00  parseanim
  0.00      0.79     0.00        1     0.00     0.00  player_init
  0.00      0.79     0.00        1     0.00     0.00  quit_game
  0.00      0.79     0.00        1     0.00     0.00  save_editordata
  0.00      0.79     0.00        1     0.00     0.00  save_world
  0.00      0.79     0.00        1     0.00     0.00  spawn_entity

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 1.27% of 0.79 seconds

index % time    self  children    called     name
                0.00    0.78       1/1           main [2]
[1]     98.7    0.00    0.78       1         editorloop [1]
                0.00    0.69      31/31          update_world3d [3]
                0.07    0.00      62/62          join_surfaces [10]
                0.00    0.01      31/31          update_editor_toolbar [14]
                0.01    0.00      31/31          moveplayer [13]
                0.00    0.00      62/62          update_deltatime [85]
                0.00    0.00      62/403         print_text_colored [64]
                0.00    0.00      62/930         draw_rect_tri [45]
                0.00    0.00      62/62          gui_end [82]
                0.00    0.00      31/31          editor_events [92]
                0.00    0.00      31/31          update_render [106]
                0.00    0.00      31/31          screen_blank [105]
                0.00    0.00      31/31          render_start [103]
                0.00    0.00      31/434         print_text [62]
                0.00    0.00      31/31          point_div [101]
                0.00    0.00      31/31          drawcircle [91]
                0.00    0.00      31/31          rescale_surface [104]
                0.00    0.00       2/2           init_gui [134]
                0.00    0.00       1/1           load_world [158]
                0.00    0.00       1/1           init_render [146]
                0.00    0.00       1/1           player_init [163]
                0.00    0.00       1/1           save_world [166]
                0.00    0.00       1/1           save_editordata [165]
                0.00    0.00       1/1           free_render [143]
                0.00    0.00       1/1           quit_game [164]
-----------------------------------------------
                                                 <spontaneous>
[2]     98.7    0.00    0.78                 main [2]
                0.00    0.78       1/1           editorloop [1]
                0.00    0.00       1/1           load_lua_conf [154]
                0.00    0.00       1/1           load_audio [151]
                0.00    0.00       1/1           load_fonts [152]
                0.00    0.00       1/1           objects_init [161]
                0.00    0.00       1/4           get_object_by_name [129]
                0.00    0.00       1/1           parseanim [162]
-----------------------------------------------
                0.00    0.69      31/31          editorloop [1]
[3]     87.3    0.00    0.69      31         update_world3d [3]
                0.00    0.34      31/62          render_entity [6]
                0.00    0.34      31/31          update_entitycache [9]
                0.00    0.01      31/62          gui_start [12]
                0.00    0.00      93/93          gui_labeled_int [77]
                0.00    0.00      31/31          gui_labeled_float_slider [96]
                0.00    0.00      31/31          point_fmul [102]
                0.00    0.00      31/31          gui_labeled_point [98]
                0.00    0.00      31/31          gui_labeled_int_slider [97]
-----------------------------------------------
                0.24    0.44     589/589         render_buffer_triangles [5]
[4]     86.1    0.24    0.44     589         render_triangle_wrap [4]
                0.44    0.00 44737526/44737526     sample_img_wrapper [8]
                0.00    0.00  154969/154969      calc_step_texture [17]
                0.00    0.00     775/775         calc_points_step [48]
                0.00    0.00     589/589         sort_point_tris [52]
                0.00    0.00     558/558         ft_swap [53]
-----------------------------------------------
                0.00    0.68      62/62          render_quaternions [7]
[5]     86.1    0.00    0.68      62         render_buffer_triangles [5]
                0.24    0.44     589/589         render_triangle_wrap [4]
-----------------------------------------------
                0.00    0.34      31/62          update_entitycache [9]
                0.00    0.34      31/62          update_world3d [3]
[6]     86.1    0.00    0.68      62         render_entity [6]
                0.00    0.68      62/62          render_quaternions [7]
                0.00    0.00      62/62          render_worldspace [84]
-----------------------------------------------
                0.00    0.68      62/62          render_entity [6]
[7]     86.1    0.00    0.68      62         render_quaternions [7]
                0.00    0.68      62/62          render_buffer_triangles [5]
                0.00    0.00    2232/2327        vector3_sub [34]
                0.00    0.00    2232/2232        vector2_to_texture [35]
                0.00    0.00     806/806         triangle_to_screenspace_point_triangle [47]
                0.00    0.00     744/2079        vector3_normalise [39]
                0.00    0.00     744/807         vector3_crossproduct [46]
                0.00    0.00     744/4496        vector3_dot [24]
                0.00    0.00     744/744         triangle_to_viewspace [50]
                0.00    0.00     744/744         clip_triangle_against_plane [49]
                0.00    0.00      62/62          clipped_point_triangle [80]
                0.00    0.00      62/62          render_buffer [83]
-----------------------------------------------
                0.44    0.00 44737526/44737526     render_triangle_wrap [4]
[8]     55.7    0.44    0.00 44737526         sample_img_wrapper [8]
-----------------------------------------------
                0.00    0.34      31/31          update_world3d [3]
[9]     43.0    0.00    0.34      31         update_entitycache [9]
                0.00    0.34      31/62          render_entity [6]
-----------------------------------------------
                0.07    0.00      62/62          editorloop [1]
[10]     8.9    0.07    0.00      62         join_surfaces [10]
-----------------------------------------------
                0.02    0.00      62/62          gui_start [12]
[11]     2.5    0.02    0.00      62         draw_rectangle_raster [11]
-----------------------------------------------
                0.00    0.01      31/62          update_editor_toolbar [14]
                0.00    0.01      31/62          update_world3d [3]
[12]     2.5    0.00    0.02      62         gui_start [12]
                0.02    0.00      62/62          draw_rectangle_raster [11]
                0.00    0.00     186/2201        drawline [37]
                0.00    0.00     186/403         drawrectangle [63]
                0.00    0.00     124/155         point_sub [72]
                0.00    0.00     124/124         point_one [76]
                0.00    0.00     124/8091        point_add [21]
-----------------------------------------------
                0.01    0.00      31/31          editorloop [1]
[13]     1.3    0.01    0.00      31         moveplayer [13]
                0.00    0.00     124/157         vector3_mul [70]
                0.00    0.00      62/63          vector3_zero [79]
                0.00    0.00      62/3008        vector3_add [30]
                0.00    0.00      31/31          updateguntransform [107]
                0.00    0.00      31/91          vector2_mul [78]
                0.00    0.00      31/2327        vector3_sub [34]
                0.00    0.00      31/31          lookdirection [100]
                0.00    0.00      31/527         vector3_mul_vector3 [56]
                0.00    0.00      31/2079        vector3_normalise [39]
                0.00    0.00      31/31          vector3_up [109]
                0.00    0.00      31/807         vector3_crossproduct [46]
                0.00    0.00      31/31          vector3_clamp_magnitude [108]
-----------------------------------------------
                0.00    0.01      31/31          editorloop [1]
[14]     1.3    0.00    0.01      31         update_editor_toolbar [14]
                0.00    0.01      31/62          gui_start [12]
                0.00    0.00     124/124         gui_button [75]
                0.00    0.00      31/31          gui_starthorizontal [99]
                0.00    0.00      31/31          gui_endhorizontal [93]
-----------------------------------------------
                                                 <spontaneous>
[15]     1.3    0.01    0.00                 ft_lstapp [15]
-----------------------------------------------
                0.00    0.00   40986/188546      join_text_to_surface [61]
                0.00    0.00  147560/188546      join_text_boxed_to_surface [68]
[16]     0.0    0.00    0.00  188546         blend_colors_alpha [16]
-----------------------------------------------
                0.00    0.00  154969/154969      render_triangle_wrap [4]
[17]     0.0    0.00    0.00  154969         calc_step_texture [17]
-----------------------------------------------
                0.00    0.00       1/11196       parse_chunk [135]
                0.00    0.00       1/11196       save_world [166]
                0.00    0.00      38/11196       parse_mtllib [126]
                0.00    0.00    1911/11196       get_uv_list [122]
                0.00    0.00    3334/11196       get_vertex_list [123]
                0.00    0.00    5911/11196       get_face_list [120]
[18]     0.0    0.00    0.00   11196         list_push [18]
-----------------------------------------------
                0.00    0.00   11194/11194       ft_lstdel [340]
[19]     0.0    0.00    0.00   11194         free_list_node [19]
-----------------------------------------------
                0.00    0.00    9393/9393        point_clip_triangle_against_plane [29]
[20]     0.0    0.00    0.00    9393         vector2_fdist_to_plane [20]
-----------------------------------------------
                0.00    0.00      93/8091        gui_float_slider [94]
                0.00    0.00      93/8091        gui_int_slider [95]
                0.00    0.00     124/8091        gui_start [12]
                0.00    0.00     372/8091        gui_button [75]
                0.00    0.00     465/8091        gui_int [71]
                0.00    0.00    1116/8091        gui_label [67]
                0.00    0.00    2015/8091        drawrectangle [63]
                0.00    0.00    3813/8091        draw_rect_tri [45]
[21]     0.0    0.00    0.00    8091         point_add [21]
-----------------------------------------------
                0.00    0.00      31/6665        lookdirection [100]
                0.00    0.00     496/6665        render_worldspace [84]
                0.00    0.00    1488/6665        quaternion_rotate_euler [59]
                0.00    0.00    2232/6665        triangle_to_viewspace [50]
                0.00    0.00    2418/6665        triangle_to_screenspace_point_triangle [47]
[22]     0.0    0.00    0.00    6665         quaternion_mul_matrix [22]
-----------------------------------------------
                0.00    0.00    5911/5911        get_face_list [120]
[23]     0.0    0.00    0.00    5911         parse_face [23]
-----------------------------------------------
                0.00    0.00      32/4496        matrix_lookat [89]
                0.00    0.00     744/4496        render_quaternions [7]
                0.00    0.00    1488/4496        line_intersect_plane [57]
                0.00    0.00    2232/4496        vector3_fdist_to_plane [36]
[24]     0.0    0.00    0.00    4496         vector3_dot [24]
-----------------------------------------------
                0.00    0.00      31/4342        vector3_clamp_magnitude [108]
                0.00    0.00    2079/4342        vector3_normalise [39]
                0.00    0.00    2232/4342        vector3_fdist_to_plane [36]
[25]     0.0    0.00    0.00    4342         vector3_magnitude [25]
-----------------------------------------------
                0.00    0.00    1178/4309        vector2_line_intersect_plane [44]
                0.00    0.00    3131/4309        point_clip_triangle_against_plane [29]
[26]     0.0    0.00    0.00    4309         vector2_normalise [26]
-----------------------------------------------
                0.00    0.00    3534/3534        vector2_line_intersect_plane [44]
[27]     0.0    0.00    0.00    3534         vector2_dot [27]
-----------------------------------------------
                0.00    0.00    3334/3334        get_vertex_list [123]
[28]     0.0    0.00    0.00    3334         parse_vertex [28]
-----------------------------------------------
                0.00    0.00    3131/3131        clipped_point_triangle [80]
[29]     0.0    0.00    0.00    3131         point_clip_triangle_against_plane [29]
                0.00    0.00    9393/9393        vector2_fdist_to_plane [20]
                0.00    0.00    3131/4309        vector2_normalise [26]
                0.00    0.00    1519/1519        lerp_point [43]
                0.00    0.00    1519/2139        lerp_texture [38]
                0.00    0.00    1178/1178        vector2_line_intersect_plane [44]
-----------------------------------------------
                0.00    0.00       1/3008        init_render [146]
                0.00    0.00      31/3008        render_start [103]
                0.00    0.00      62/3008        moveplayer [13]
                0.00    0.00     496/3008        transformed_vector3 [60]
                0.00    0.00    2418/3008        triangle_to_screenspace_point_triangle [47]
[30]     0.0    0.00    0.00    3008         vector3_add [30]
-----------------------------------------------
                0.00    0.00    2604/2604        draw_rect_tri [45]
[31]     0.0    0.00    0.00    2604         draw [31]
-----------------------------------------------
                0.00    0.00    2418/2418        triangle_to_screenspace_point_triangle [47]
[32]     0.0    0.00    0.00    2418         vector3_div [32]
-----------------------------------------------
                0.00    0.00    2418/2418        triangle_to_screenspace_point_triangle [47]
[33]     0.0    0.00    0.00    2418         vector3_negative [33]
-----------------------------------------------
                0.00    0.00      31/2327        moveplayer [13]
                0.00    0.00      64/2327        matrix_lookat [89]
                0.00    0.00    2232/2327        render_quaternions [7]
[34]     0.0    0.00    0.00    2327         vector3_sub [34]
-----------------------------------------------
                0.00    0.00    2232/2232        render_quaternions [7]
[35]     0.0    0.00    0.00    2232         vector2_to_texture [35]
-----------------------------------------------
                0.00    0.00    2232/2232        clip_triangle_against_plane [49]
[36]     0.0    0.00    0.00    2232         vector3_fdist_to_plane [36]
                0.00    0.00    2232/4342        vector3_magnitude [25]
                0.00    0.00    2232/4496        vector3_dot [24]
-----------------------------------------------
                0.00    0.00      31/2201        draw_rect_tri [45]
                0.00    0.00      31/2201        gui_float_slider [94]
                0.00    0.00      31/2201        gui_int_slider [95]
                0.00    0.00      93/2201        draw_triangle [88]
                0.00    0.00     124/2201        gui_button [75]
                0.00    0.00     186/2201        gui_start [12]
                0.00    0.00     496/2201        drawcircle [91]
                0.00    0.00    1209/2201        drawrectangle [63]
[37]     0.0    0.00    0.00    2201         drawline [37]
-----------------------------------------------
                0.00    0.00     248/2139        clip_triangle [74]
                0.00    0.00     372/2139        clip_quad_to_triangles [73]
                0.00    0.00    1519/2139        point_clip_triangle_against_plane [29]
[38]     0.0    0.00    0.00    2139         lerp_texture [38]
-----------------------------------------------
                0.00    0.00      31/2079        moveplayer [13]
                0.00    0.00      64/2079        matrix_lookat [89]
                0.00    0.00     496/2079        line_intersect_plane [57]
                0.00    0.00     744/2079        clip_triangle_against_plane [49]
                0.00    0.00     744/2079        render_quaternions [7]
[39]     0.0    0.00    0.00    2079         vector3_normalise [39]
                0.00    0.00    2079/4342        vector3_magnitude [25]
-----------------------------------------------
                0.00    0.00      30/1941        updateinput [111]
                0.00    0.00    1911/1941        parse_uv [41]
[40]     0.0    0.00    0.00    1941         vector2_zero [40]
-----------------------------------------------
                0.00    0.00    1911/1911        get_uv_list [122]
[41]     0.0    0.00    0.00    1911         parse_uv [41]
                0.00    0.00    1911/1941        vector2_zero [40]
-----------------------------------------------
                0.00    0.00       1/1615        matrix_makeprojection [160]
                0.00    0.00      32/1615        matrix_lookat [89]
                0.00    0.00      32/1615        matrix_quickinverse [90]
                0.00    0.00     496/1615        matrix_makerotationx [58]
                0.00    0.00     527/1615        matrix_makerotationy [54]
                0.00    0.00     527/1615        matrix_makerotationz [55]
[42]     0.0    0.00    0.00    1615         matrix_zero [42]
-----------------------------------------------
                0.00    0.00    1519/1519        point_clip_triangle_against_plane [29]
[43]     0.0    0.00    0.00    1519         lerp_point [43]
-----------------------------------------------
                0.00    0.00    1178/1178        point_clip_triangle_against_plane [29]
[44]     0.0    0.00    0.00    1178         vector2_line_intersect_plane [44]
                0.00    0.00    3534/3534        vector2_dot [27]
                0.00    0.00    1178/4309        vector2_normalise [26]
-----------------------------------------------
                                  31             draw_rect_tri [45]
                0.00    0.00      31/930         gui_labeled_float_slider [96]
                0.00    0.00      31/930         gui_labeled_int_slider [97]
                0.00    0.00      62/930         editorloop [1]
                0.00    0.00      62/930         gui_float_slider [94]
                0.00    0.00      62/930         gui_int_slider [95]
                0.00    0.00      93/930         gui_labeled_point [98]
                0.00    0.00     155/930         gui_int [71]
                0.00    0.00     186/930         gui_labeled_int [77]
                0.00    0.00     248/930         gui_button [75]
[45]     0.0    0.00    0.00     930+31      draw_rect_tri [45]
                0.00    0.00    3813/8091        point_add [21]
                0.00    0.00    2604/2604        draw [31]
                0.00    0.00      62/62          draw_rectangle_filled [81]
                0.00    0.00      62/248         pointrectanglecollision [65]
                0.00    0.00      31/32          draw_triangle [88]
                0.00    0.00      31/2201        drawline [37]
                0.00    0.00      31/403         drawrectangle [63]
                0.00    0.00      31/155         point_sub [72]
                                  31             draw_rect_tri [45]
-----------------------------------------------
                0.00    0.00      31/807         moveplayer [13]
                0.00    0.00      32/807         matrix_lookat [89]
                0.00    0.00     744/807         render_quaternions [7]
[46]     0.0    0.00    0.00     807         vector3_crossproduct [46]
-----------------------------------------------
                0.00    0.00     806/806         render_quaternions [7]
[47]     0.0    0.00    0.00     806         triangle_to_screenspace_point_triangle [47]
                0.00    0.00    2418/6665        quaternion_mul_matrix [22]
                0.00    0.00    2418/2418        vector3_div [32]
                0.00    0.00    2418/2418        vector3_negative [33]
                0.00    0.00    2418/3008        vector3_add [30]
-----------------------------------------------
                0.00    0.00     775/775         render_triangle_wrap [4]
[48]     0.0    0.00    0.00     775         calc_points_step [48]
-----------------------------------------------
                0.00    0.00     744/744         render_quaternions [7]
[49]     0.0    0.00    0.00     744         clip_triangle_against_plane [49]
                0.00    0.00    2232/2232        vector3_fdist_to_plane [36]
                0.00    0.00     744/2079        vector3_normalise [39]
                0.00    0.00     248/248         sort_quat_tex_by_dist [66]
                0.00    0.00     124/124         clip_triangle [74]
                0.00    0.00     124/124         clip_quad_to_triangles [73]
-----------------------------------------------
                0.00    0.00     744/744         render_quaternions [7]
[50]     0.0    0.00    0.00     744         triangle_to_viewspace [50]
                0.00    0.00    2232/6665        quaternion_mul_matrix [22]
-----------------------------------------------
                0.00    0.00     248/620         clip_triangle [74]
                0.00    0.00     372/620         clip_quad_to_triangles [73]
[51]     0.0    0.00    0.00     620         lerp_quaternion [51]
-----------------------------------------------
                0.00    0.00     589/589         render_triangle_wrap [4]
[52]     0.0    0.00    0.00     589         sort_point_tris [52]
-----------------------------------------------
                0.00    0.00     558/558         render_triangle_wrap [4]
[53]     0.0    0.00    0.00     558         ft_swap [53]
-----------------------------------------------
                0.00    0.00      31/527         lookdirection [100]
                0.00    0.00     496/527         quaternion_rotate_euler [59]
[54]     0.0    0.00    0.00     527         matrix_makerotationy [54]
                0.00    0.00     527/1615        matrix_zero [42]
-----------------------------------------------
                0.00    0.00      31/527         lookdirection [100]
                0.00    0.00     496/527         quaternion_rotate_euler [59]
[55]     0.0    0.00    0.00     527         matrix_makerotationz [55]
                0.00    0.00     527/1615        matrix_zero [42]
-----------------------------------------------
                0.00    0.00      31/527         moveplayer [13]
                0.00    0.00     496/527         transformed_vector3 [60]
[56]     0.0    0.00    0.00     527         vector3_mul_vector3 [56]
-----------------------------------------------
                0.00    0.00     248/496         clip_quad_to_triangles [73]
                0.00    0.00     248/496         clip_triangle [74]
[57]     0.0    0.00    0.00     496         line_intersect_plane [57]
                0.00    0.00    1488/4496        vector3_dot [24]
                0.00    0.00     496/2079        vector3_normalise [39]
-----------------------------------------------
                0.00    0.00     496/496         quaternion_rotate_euler [59]
[58]     0.0    0.00    0.00     496         matrix_makerotationx [58]
                0.00    0.00     496/1615        matrix_zero [42]
-----------------------------------------------
                0.00    0.00     496/496         transformed_vector3 [60]
[59]     0.0    0.00    0.00     496         quaternion_rotate_euler [59]
                0.00    0.00    1488/6665        quaternion_mul_matrix [22]
                0.00    0.00     496/527         matrix_makerotationy [54]
                0.00    0.00     496/527         matrix_makerotationz [55]
